SEASON_ID,W_PCT
22010,0.695
22011,0.621
22012,0.5489999999999999
22013,0.3289999999999999
22014,0.256
22015,0.207
22016,0.317
22017,0.4270000000000001
22018,0.451
22019,0.732
22020,0.583
22021,0.402
22022,0.419
